province,adcode,model,bodyType,regYear,regMonth,salesVolume
11,11,36,3,2016,11,302
12,1,36,3,2016,11,397
13,13,36,3,2016,11,567
14,8,36,3,2016,11,1343
15,14,36,3,2016,11,677
16,15,36,3,2016,11,474
17,10,36,3,2016,11,615
18,4,36,3,2016,11,652
19,18,36,3,2016,11,157
20,21,36,3,2016,11,225
21,5,36,3,2016,11,288
0,6,6,1,2016,11,249
1,20,6,1,2016,11,3216
2,3,6,1,2016,11,520
3,0,6,1,2016,11,305
4,19,6,1,2016,11,1411
5,9,6,1,2016,11,1535
6,12,6,1,2016,11,3907
7,2,6,1,2016,11,1585
8,16,6,1,2016,11,2007
9,17,6,1,2016,11,2687
10,7,6,1,2016,11,1942
11,11,6,1,2016,11,980
12,1,6,1,2016,11,3641
13,13,6,1,2016,11,4668
14,8,6,1,2016,11,1294
15,14,6,1,2016,11,1353
16,15,6,1,2016,11,1770
17,10,6,1,2016,11,688
18,4,6,1,2016,11,1154
19,18,6,1,2016,11,250
20,21,6,1,2016,11,1877
21,5,6,1,2016,11,816
0,6,9,2,2016,11,582
1,20,9,2,2016,11,546
2,3,9,2,2016,11,836
3,0,9,2,2016,11,440
4,19,9,2,2016,11,1385
5,9,9,2,2016,11,1491
6,12,9,2,2016,11,2146
7,2,9,2,2016,11,762
8,16,9,2,2016,11,6734
9,17,9,2,2016,11,853
10,7,9,2,2016,11,2584
11,11,9,2,2016,11,1086
12,1,9,2,2016,11,2327
13,13,9,2,2016,11,2797
14,8,9,2,2016,11,1632
15,14,9,2,2016,11,1663
16,15,9,2,2016,11,1966
17,10,9,2,2016,11,447
18,4,9,2,2016,11,403
19,18,9,2,2016,11,803
20,21,9,2,2016,11,655
21,5,9,2,2016,11,740
0,6,43,1,2016,11,977
1,20,43,1,2016,11,66
2,3,43,1,2016,11,56
3,0,43,1,2016,11,793
4,19,43,1,2016,11,145
5,9,43,1,2016,11,176
6,12,43,1,2016,11,739
7,2,43,1,2016,11,105
8,16,43,1,2016,11,571
9,17,43,1,2016,11,45
10,7,43,1,2016,11,731
11,11,43,1,2016,11,74
12,1,43,1,2016,11,288
13,13,43,1,2016,11,366
14,8,43,1,2016,11,533
15,14,43,1,2016,11,94
16,15,43,1,2016,11,83
17,10,43,1,2016,11,97
18,4,43,1,2016,11,151
19,18,43,1,2016,11,58
20,21,43,1,2016,11,164
21,5,43,1,2016,11,95
0,6,25,3,2016,11,543
1,20,25,3,2016,11,106
2,3,25,3,2016,11,60
3,0,25,3,2016,11,86
4,19,25,3,2016,11,278
5,9,25,3,2016,11,447
6,12,25,3,2016,11,477
7,2,25,3,2016,11,55
8,16,25,3,2016,11,342
9,17,25,3,2016,11,86
10,7,25,3,2016,11,1271
11,11,25,3,2016,11,224
12,1,25,3,2016,11,127
13,13,25,3,2016,11,320
14,8,25,3,2016,11,941
15,14,25,3,2016,11,287
16,15,25,3,2016,11,259
17,10,25,3,2016,11,117
18,4,25,3,2016,11,68
19,18,25,3,2016,11,57
20,21,25,3,2016,11,113
21,5,25,3,2016,11,28
0,6,39,2,2016,11,1537
1,20,39,2,2016,11,639
2,3,39,2,2016,11,493
3,0,39,2,2016,11,915
4,19,39,2,2016,11,1293
5,9,39,2,2016,11,1287
6,12,39,2,2016,11,1722
7,2,39,2,2016,11,581
8,16,39,2,2016,11,2163
9,17,39,2,2016,11,502
10,7,39,2,2016,11,2059
11,11,39,2,2016,11,1083
12,1,39,2,2016,11,1012
13,13,39,2,2016,11,1470
14,8,39,2,2016,11,1626
15,14,39,2,2016,11,1519
16,15,39,2,2016,11,1619
17,10,39,2,2016,11,767
18,4,39,2,2016,11,443
19,18,39,2,2016,11,500
20,21,39,2,2016,11,478
21,5,39,2,2016,11,289
0,6,30,3,2016,11,1546
1,20,30,3,2016,11,412
2,3,30,3,2016,11,516
3,0,30,3,2016,11,264
4,19,30,3,2016,11,1783
5,9,30,3,2016,11,2138
6,12,30,3,2016,11,3787
7,2,30,3,2016,11,852
8,16,30,3,2016,11,2435
9,17,30,3,2016,11,783
10,7,30,3,2016,11,5016
11,11,30,3,2016,11,1376
12,1,30,3,2016,11,1926
13,13,30,3,2016,11,2874
14,8,30,3,2016,11,3295
15,14,30,3,2016,11,1547
16,15,30,3,2016,11,1585
17,10,30,3,2016,11,1130
18,4,30,3,2016,11,619
19,18,30,3,2016,11,419
20,21,30,3,2016,11,912
21,5,30,3,2016,11,347
0,6,49,3,2016,11,225
1,20,49,3,2016,11,267
2,3,49,3,2016,11,359
3,0,49,3,2016,11,938
4,19,49,3,2016,11,1002
5,9,49,3,2016,11,977
6,12,49,3,2016,11,2198
7,2,49,3,2016,11,1993
8,16,49,3,2016,11,2044
9,17,49,3,2016,11,493
10,7,49,3,2016,11,1531
11,11,49,3,2016,11,917
12,1,49,3,2016,11,1144
13,13,49,3,2016,11,1965
14,8,49,3,2016,11,3147
15,14,49,3,2016,11,941
16,15,49,3,2016,11,1142
17,10,49,3,2016,11,762
18,4,49,3,2016,11,291
19,18,49,3,2016,11,326
20,21,49,3,2016,11,1010
21,5,49,3,2016,11,204
0,6,26,3,2016,11,125
1,20,26,3,2016,11,375
2,3,26,3,2016,11,448
3,0,26,3,2016,11,360
4,19,26,3,2016,11,831
5,9,26,3,2016,11,510
6,12,26,3,2016,11,1778
7,2,26,3,2016,11,668
8,16,26,3,2016,11,1384
9,17,26,3,2016,11,463
10,7,26,3,2016,11,743
11,11,26,3,2016,11,577
12,1,26,3,2016,11,1432
13,13,26,3,2016,11,1406
14,8,26,3,2016,11,874
15,14,26,3,2016,11,655
16,15,26,3,2016,11,763
17,10,26,3,2016,11,239
18,4,26,3,2016,11,514
19,18,26,3,2016,11,292
20,21,26,3,2016,11,755
21,5,26,3,2016,11,328
0,6,31,2,2016,11,314
1,20,31,2,2016,11,757
2,3,31,2,2016,11,527
3,0,31,2,2016,11,242
4,19,31,2,2016,11,1605
5,9,31,2,2016,11,1370
6,12,31,2,2016,11,2126
7,2,31,2,2016,11,748
8,16,31,2,2016,11,1467
9,17,31,2,2016,11,511
10,7,31,2,2016,11,1816
11,11,31,2,2016,11,889
12,1,31,2,2016,11,2026
13,13,31,2,2016,11,1843
14,8,31,2,2016,11,1502
15,14,31,2,2016,11,1339
16,15,31,2,2016,11,835
17,10,31,2,2016,11,622
18,4,31,2,2016,11,396
19,18,31,2,2016,11,419
20,21,31,2,2016,11,715
21,5,31,2,2016,11,616
0,6,21,2,2016,11,781
1,20,21,2,2016,11,1159
2,3,21,2,2016,11,941
3,0,21,2,2016,11,569
4,19,21,2,2016,11,2162
5,9,21,2,2016,11,2073
6,12,21,2,2016,11,3594
7,2,21,2,2016,11,914
8,16,21,2,2016,11,3269
9,17,21,2,2016,11,739
10,7,21,2,2016,11,3776
11,11,21,2,2016,11,1285
12,1,21,2,2016,11,2594
13,13,21,2,2016,11,4047
14,8,21,2,2016,11,3014
15,14,21,2,2016,11,1848
16,15,21,2,2016,11,2355
17,10,21,2,2016,11,1140
18,4,21,2,2016,11,1188
19,18,21,2,2016,11,761
20,21,21,2,2016,11,841
21,5,21,2,2016,11,944
0,6,8,3,2016,11,807
1,20,8,3,2016,11,535
2,3,8,3,2016,11,451
3,0,8,3,2016,11,1288
4,19,8,3,2016,11,781
5,9,8,3,2016,11,803
6,12,8,3,2016,11,1513
7,2,8,3,2016,11,798
8,16,8,3,2016,11,536
9,17,8,3,2016,11,160
10,7,8,3,2016,11,1951
11,11,8,3,2016,11,424
12,1,8,3,2016,11,1433
13,13,8,3,2016,11,1113
14,8,8,3,2016,11,894
15,14,8,3,2016,11,377
16,15,8,3,2016,11,477
17,10,8,3,2016,11,345
18,4,8,3,2016,11,251
19,18,8,3,2016,11,491
20,21,8,3,2016,11,622
21,5,8,3,2016,11,152
0,6,12,3,2016,11,67
1,20,12,3,2016,11,1142
2,3,12,3,2016,11,945
3,0,12,3,2016,11,625
4,19,12,3,2016,11,2221
5,9,12,3,2016,11,410
6,12,12,3,2016,11,3662
7,2,12,3,2016,11,1188
8,16,12,3,2016,11,2111
9,17,12,3,2016,11,459
10,7,12,3,2016,11,777
11,11,12,3,2016,11,482
12,1,12,3,2016,11,3233
13,13,12,3,2016,11,2018
14,8,12,3,2016,11,634
15,14,12,3,2016,11,544
16,15,12,3,2016,11,1489
17,10,12,3,2016,11,597
18,4,12,3,2016,11,1478
19,18,12,3,2016,11,172
20,21,12,3,2016,11,634
21,5,12,3,2016,11,1636
0,6,23,3,2016,11,2362
1,20,23,3,2016,11,1033
2,3,23,3,2016,11,630
3,0,23,3,2016,11,1494
4,19,23,3,2016,11,2119
5,9,23,3,2016,11,2927
6,12,23,3,2016,11,4087
7,2,23,3,2016,11,1547
8,16,23,3,2016,11,2188
9,17,23,3,2016,11,596
10,7,23,3,2016,11,5007
11,11,23,3,2016,11,1981
12,1,23,3,2016,11,3711
13,13,23,3,2016,11,4237
14,8,23,3,2016,11,2401
15,14,23,3,2016,11,1466
16,15,23,3,2016,11,2078
17,10,23,3,2016,11,1218
18,4,23,3,2016,11,869
19,18,23,3,2016,11,938
20,21,23,3,2016,11,1199
21,5,23,3,2016,11,466
0,6,52,3,2016,11,574
1,20,52,3,2016,11,692
2,3,52,3,2016,11,612
3,0,52,3,2016,11,341
4,19,52,3,2016,11,1187
5,9,52,3,2016,11,952
6,12,52,3,2016,11,3812
7,2,52,3,2016,11,1234
8,16,52,3,2016,11,525
9,17,52,3,2016,11,355
10,7,52,3,2016,11,1728
11,11,52,3,2016,11,946
12,1,52,3,2016,11,3058
13,13,52,3,2016,11,1941
14,8,52,3,2016,11,706
15,14,52,3,2016,11,348
16,15,52,3,2016,11,587
17,10,52,3,2016,11,452
18,4,52,3,2016,11,853
19,18,52,3,2016,11,379
20,21,52,3,2016,11,804
21,5,52,3,2016,11,496
0,6,47,3,2016,11,312
1,20,47,3,2016,11,442
2,3,47,3,2016,11,401
3,0,47,3,2016,11,1121
4,19,47,3,2016,11,732
5,9,47,3,2016,11,519
6,12,47,3,2016,11,1666
7,2,47,3,2016,11,421
8,16,47,3,2016,11,995
9,17,47,3,2016,11,192
10,7,47,3,2016,11,1099
11,11,47,3,2016,11,276
12,1,47,3,2016,11,1461
13,13,47,3,2016,11,1223
14,8,47,3,2016,11,747
15,14,47,3,2016,11,473
16,15,47,3,2016,11,418
17,10,47,3,2016,11,325
18,4,47,3,2016,11,644
19,18,47,3,2016,11,282
20,21,47,3,2016,11,346
21,5,47,3,2016,11,664
0,6,40,2,2016,11,1563
1,20,40,2,2016,11,692
2,3,40,2,2016,11,342
3,0,40,2,2016,11,925
4,19,40,2,2016,11,1320
5,9,40,2,2016,11,1064
6,12,40,2,2016,11,1408
7,2,40,2,2016,11,332
8,16,40,2,2016,11,1644
9,17,40,2,2016,11,255
10,7,40,2,2016,11,2263
11,11,40,2,2016,11,870
12,1,40,2,2016,11,944
13,13,40,2,2016,11,1121
14,8,40,2,2016,11,2703
15,14,40,2,2016,11,988
16,15,40,2,2016,11,1081
17,10,40,2,2016,11,905
18,4,40,2,2016,11,403
19,18,40,2,2016,11,496
20,21,40,2,2016,11,479
21,5,40,2,2016,11,352
0,6,16,3,2016,11,685
1,20,16,3,2016,11,714
2,3,16,3,2016,11,671
3,0,16,3,2016,11,1332
4,19,16,3,2016,11,2913
5,9,16,3,2016,11,1717
6,12,16,3,2016,11,2776
7,2,16,3,2016,11,782
8,16,16,3,2016,11,2171
9,17,16,3,2016,11,493
10,7,16,3,2016,11,3579
11,11,16,3,2016,11,885
12,1,16,3,2016,11,2989
13,13,16,3,2016,11,2638
14,8,16,3,2016,11,2458
15,14,16,3,2016,11,1247
16,15,16,3,2016,11,948
17,10,16,3,2016,11,946
18,4,16,3,2016,11,1160
19,18,16,3,2016,11,493
20,21,16,3,2016,11,946
21,5,16,3,2016,11,1190
0,6,28,0,2016,11,790
1,20,28,0,2016,11,527
2,3,28,0,2016,11,359
3,0,28,0,2016,11,1162
4,19,28,0,2016,11,961
5,9,28,0,2016,11,933
6,12,28,0,2016,11,2370
7,2,28,0,2016,11,355
8,16,28,0,2016,11,1209
9,17,28,0,2016,11,290
10,7,28,0,2016,11,2801
11,11,28,0,2016,11,481
12,1,28,0,2016,11,1929
13,13,28,0,2016,11,1461
14,8,28,0,2016,11,2127
15,14,28,0,2016,11,616
16,15,28,0,2016,11,559
17,10,28,0,2016,11,480
18,4,28,0,2016,11,516
19,18,28,0,2016,11,216
20,21,28,0,2016,11,487
21,5,28,0,2016,11,413
0,6,11,2,2016,11,114
1,20,11,2,2016,11,121
2,3,11,2,2016,11,174
3,0,11,2,2016,11,243
4,19,11,2,2016,11,297
5,9,11,2,2016,11,692
6,12,11,2,2016,11,1099
7,2,11,2,2016,11,308
8,16,11,2,2016,11,289
9,17,11,2,2016,11,115
10,7,11,2,2016,11,397
11,11,11,2,2016,11,143
12,1,11,2,2016,11,808
13,13,11,2,2016,11,617
14,8,11,2,2016,11,191
15,14,11,2,2016,11,313
16,15,11,2,2016,11,335
17,10,11,2,2016,11,87
18,4,11,2,2016,11,265
19,18,11,2,2016,11,199
20,21,11,2,2016,11,186
21,5,11,2,2016,11,223
0,6,0,3,2016,11,558
1,20,0,3,2016,11,160
2,3,0,3,2016,11,82
3,0,0,3,2016,11,654
4,19,0,3,2016,11,430
5,9,0,3,2016,11,228
6,12,0,3,2016,11,421
7,2,0,3,2016,11,117
8,16,0,3,2016,11,976
9,17,0,3,2016,11,138
10,7,0,3,2016,11,1186
11,11,0,3,2016,11,154
12,1,0,3,2016,11,254
13,13,0,3,2016,11,284
14,8,0,3,2016,11,1136
15,14,0,3,2016,11,273
16,15,0,3,2016,11,205
17,10,0,3,2016,11,321
18,4,0,3,2016,11,207
19,18,0,3,2016,11,217
20,21,0,3,2016,11,205
21,5,0,3,2016,11,63
0,6,20,2,2016,11,247
1,20,20,2,2016,11,133
2,3,20,2,2016,11,85
3,0,20,2,2016,11,324
4,19,20,2,2016,11,301
5,9,20,2,2016,11,169
6,12,20,2,2016,11,227
7,2,20,2,2016,11,81
8,16,20,2,2016,11,510
9,17,20,2,2016,11,103
10,7,20,2,2016,11,661
11,11,20,2,2016,11,129
12,1,20,2,2016,11,180
13,13,20,2,2016,11,189
14,8,20,2,2016,11,599
15,14,20,2,2016,11,258
16,15,20,2,2016,11,168
17,10,20,2,2016,11,201
18,4,20,2,2016,11,138
19,18,20,2,2016,11,106
20,21,20,2,2016,11,135
21,5,20,2,2016,11,53
0,6,35,2,2016,11,493
1,20,35,2,2016,11,210
2,3,35,2,2016,11,82
3,0,35,2,2016,11,747
4,19,35,2,2016,11,361
5,9,35,2,2016,11,176
6,12,35,2,2016,11,348
7,2,35,2,2016,11,93
8,16,35,2,2016,11,766
9,17,35,2,2016,11,100
10,7,35,2,2016,11,915
11,11,35,2,2016,11,129
12,1,35,2,2016,11,203
13,13,35,2,2016,11,283
14,8,35,2,2016,11,849
15,14,35,2,2016,11,315
16,15,35,2,2016,11,174
17,10,35,2,2016,11,227
18,4,35,2,2016,11,194
19,18,35,2,2016,11,174
20,21,35,2,2016,11,194
21,5,35,2,2016,11,83
0,6,41,0,2016,11,201
1,20,41,0,2016,11,100
2,3,41,0,2016,11,40
3,0,41,0,2016,11,230
4,19,41,0,2016,11,240
5,9,41,0,2016,11,130
6,12,41,0,2016,11,231
7,2,41,0,2016,11,28
8,16,41,0,2016,11,396
9,17,41,0,2016,11,41
10,7,41,0,2016,11,635
11,11,41,0,2016,11,66
12,1,41,0,2016,11,166
13,13,41,0,2016,11,128
14,8,41,0,2016,11,523
15,14,41,0,2016,11,120
16,15,41,0,2016,11,112
17,10,41,0,2016,11,108
18,4,41,0,2016,11,106
19,18,41,0,2016,11,77
20,21,41,0,2016,11,68
21,5,41,0,2016,11,48
0,6,53,3,2016,11,306
1,20,53,3,2016,11,142
2,3,53,3,2016,11,67
3,0,53,3,2016,11,311
4,19,53,3,2016,11,340
5,9,53,3,2016,11,219
6,12,53,3,2016,11,312
7,2,53,3,2016,11,58
8,16,53,3,2016,11,593
9,17,53,3,2016,11,50
10,7,53,3,2016,11,609
11,11,53,3,2016,11,107
12,1,53,3,2016,11,298
13,13,53,3,2016,11,170
14,8,53,3,2016,11,965
15,14,53,3,2016,11,212
16,15,53,3,2016,11,180
17,10,53,3,2016,11,138
18,4,53,3,2016,11,189
19,18,53,3,2016,11,76
20,21,53,3,2016,11,127
21,5,53,3,2016,11,108
0,6,42,2,2016,11,341
1,20,42,2,2016,11,169
2,3,42,2,2016,11,121
3,0,42,2,2016,11,417
4,19,42,2,2016,11,433
5,9,42,2,2016,11,256
6,12,42,2,2016,11,469
7,2,42,2,2016,11,124
8,16,42,2,2016,11,821
9,17,42,2,2016,11,114
10,7,42,2,2016,11,937
11,11,42,2,2016,11,189
12,1,42,2,2016,11,327
13,13,42,2,2016,11,276
14,8,42,2,2016,11,1072
15,14,42,2,2016,11,308
16,15,42,2,2016,11,226
17,10,42,2,2016,11,214
18,4,42,2,2016,11,177
19,18,42,2,2016,11,89
20,21,42,2,2016,11,164
21,5,42,2,2016,11,95
0,6,50,2,2016,11,593
1,20,50,2,2016,11,323
2,3,50,2,2016,11,206
3,0,50,2,2016,11,939
4,19,50,2,2016,11,560
5,9,50,2,2016,11,331
6,12,50,2,2016,11,630
7,2,50,2,2016,11,142
8,16,50,2,2016,11,1408
9,17,50,2,2016,11,142
10,7,50,2,2016,11,1108
11,11,50,2,2016,11,275
12,1,50,2,2016,11,417
13,13,50,2,2016,11,382
14,8,50,2,2016,11,1214
15,14,50,2,2016,11,473
16,15,50,2,2016,11,391
17,10,50,2,2016,11,320
18,4,50,2,2016,11,335
19,18,50,2,2016,11,209
20,21,50,2,2016,11,242
21,5,50,2,2016,11,190
0,6,24,3,2016,11,513
1,20,24,3,2016,11,236
2,3,24,3,2016,11,60
3,0,24,3,2016,11,585
4,19,24,3,2016,11,447
5,9,24,3,2016,11,275
6,12,24,3,2016,11,401
7,2,24,3,2016,11,61
8,16,24,3,2016,11,983
9,17,24,3,2016,11,126
10,7,24,3,2016,11,988
11,11,24,3,2016,11,129
12,1,24,3,2016,11,281
13,13,24,3,2016,11,237
14,8,24,3,2016,11,1465
15,14,24,3,2016,11,218
16,15,24,3,2016,11,255
17,10,24,3,2016,11,251
18,4,24,3,2016,11,159
19,18,24,3,2016,11,200
20,21,24,3,2016,11,134
21,5,24,3,2016,11,58
0,6,27,1,2016,11,501
1,20,27,1,2016,11,928
2,3,27,1,2016,11,272
3,0,27,1,2016,11,446
4,19,27,1,2016,11,934
5,9,27,1,2016,11,1461
6,12,27,1,2016,11,3077
7,2,27,1,2016,11,803
8,16,27,1,2016,11,5800
9,17,27,1,2016,11,3479
10,7,27,1,2016,11,2153
11,11,27,1,2016,11,736
12,1,27,1,2016,11,1789
13,13,27,1,2016,11,5194
14,8,27,1,2016,11,1653
15,14,27,1,2016,11,982
16,15,27,1,2016,11,1513
17,10,27,1,2016,11,738
18,4,27,1,2016,11,694
19,18,27,1,2016,11,304
20,21,27,1,2016,11,1045
21,5,27,1,2016,11,832
0,6,4,3,2016,11,1283
1,20,4,3,2016,11,360
2,3,4,3,2016,11,698
3,0,4,3,2016,11,389
4,19,4,3,2016,11,820
5,9,4,3,2016,11,615
6,12,4,3,2016,11,1352
7,2,4,3,2016,11,352
8,16,4,3,2016,11,407
9,17,4,3,2016,11,158
10,7,4,3,2016,11,1868
11,11,4,3,2016,11,438
12,1,4,3,2016,11,978
13,13,4,3,2016,11,835
14,8,4,3,2016,11,1063
15,14,4,3,2016,11,358
16,15,4,3,2016,11,670
17,10,4,3,2016,11,385
18,4,4,3,2016,11,195
19,18,4,3,2016,11,181
20,21,4,3,2016,11,1012
21,5,4,3,2016,11,210
0,6,1,3,2016,11,524
1,20,1,3,2016,11,215
2,3,1,3,2016,11,102
3,0,1,3,2016,11,231
4,19,1,3,2016,11,291
5,9,1,3,2016,11,176
6,12,1,3,2016,11,383
7,2,1,3,2016,11,85
8,16,1,3,2016,11,225
9,17,1,3,2016,11,42
10,7,1,3,2016,11,644
11,11,1,3,2016,11,104
12,1,1,3,2016,11,206
13,13,1,3,2016,11,219
14,8,1,3,2016,11,400
15,14,1,3,2016,11,81
16,15,1,3,2016,11,135
17,10,1,3,2016,11,132
18,4,1,3,2016,11,62
19,18,1,3,2016,11,77
20,21,1,3,2016,11,201
21,5,1,3,2016,11,56
0,6,51,3,2016,11,206
1,20,51,3,2016,11,61
2,3,51,3,2016,11,77
3,0,51,3,2016,11,466
4,19,51,3,2016,11,270
5,9,51,3,2016,11,164
6,12,51,3,2016,11,462
7,2,51,3,2016,11,152
8,16,51,3,2016,11,1988
9,17,51,3,2016,11,204
10,7,51,3,2016,11,602
11,11,51,3,2016,11,194
12,1,51,3,2016,11,250
13,13,51,3,2016,11,191
14,8,51,3,2016,11,795
15,14,51,3,2016,11,374
16,15,51,3,2016,11,423
17,10,51,3,2016,11,363
18,4,51,3,2016,11,228
19,18,51,3,2016,11,348
20,21,51,3,2016,11,99
21,5,51,3,2016,11,89
0,6,22,2,2016,11,276
1,20,22,2,2016,11,444
2,3,22,2,2016,11,505
3,0,22,2,2016,11,1016
4,19,22,2,2016,11,743
5,9,22,2,2016,11,212
6,12,22,2,2016,11,681
7,2,22,2,2016,11,288
8,16,22,2,2016,11,2144
9,17,22,2,2016,11,342
10,7,22,2,2016,11,682
11,11,22,2,2016,11,277
12,1,22,2,2016,11,790
13,13,22,2,2016,11,567
14,8,22,2,2016,11,687
15,14,22,2,2016,11,1296
16,15,22,2,2016,11,579
17,10,22,2,2016,11,388
18,4,22,2,2016,11,786
19,18,22,2,2016,11,568
20,21,22,2,2016,11,464
21,5,22,2,2016,11,348
0,6,37,3,2016,11,242
1,20,37,3,2016,11,182
2,3,37,3,2016,11,149
3,0,37,3,2016,11,128
4,19,37,3,2016,11,276
5,9,37,3,2016,11,289
6,12,37,3,2016,11,397
7,2,37,3,2016,11,192
8,16,37,3,2016,11,1273
9,17,37,3,2016,11,209
10,7,37,3,2016,11,808
11,11,37,3,2016,11,281
12,1,37,3,2016,11,290
13,13,37,3,2016,11,364
14,8,37,3,2016,11,799
15,14,37,3,2016,11,362
16,15,37,3,2016,11,313
17,10,37,3,2016,11,340
18,4,37,3,2016,11,209
19,18,37,3,2016,11,159
20,21,37,3,2016,11,141
21,5,37,3,2016,11,121
0,6,3,3,2016,11,1289
1,20,3,3,2016,11,285
2,3,3,3,2016,11,339
3,0,3,3,2016,11,656
4,19,3,3,2016,11,1016
5,9,3,3,2016,11,550
6,12,3,3,2016,11,3502
7,2,3,3,2016,11,919
8,16,3,3,2016,11,12394
9,17,3,3,2016,11,1789
10,7,3,3,2016,11,2622
11,11,3,3,2016,11,1265
12,1,3,3,2016,11,2449
13,13,3,3,2016,11,1951
14,8,3,3,2016,11,2019
15,14,3,3,2016,11,1425
16,15,3,3,2016,11,1769
17,10,3,3,2016,11,1591
18,4,3,3,2016,11,2622
19,18,3,3,2016,11,548
20,21,3,3,2016,11,402
21,5,3,3,2016,11,913
0,6,32,2,2016,11,241
1,20,32,2,2016,11,282
2,3,32,2,2016,11,331
3,0,32,2,2016,11,527
4,19,32,2,2016,11,364
5,9,32,2,2016,11,339
6,12,32,2,2016,11,1020
7,2,32,2,2016,11,347
8,16,32,2,2016,11,2842
9,17,32,2,2016,11,279
10,7,32,2,2016,11,905
11,11,32,2,2016,11,334
12,1,32,2,2016,11,646
13,13,32,2,2016,11,979
14,8,32,2,2016,11,709
15,14,32,2,2016,11,1292
16,15,32,2,2016,11,649
17,10,32,2,2016,11,610
18,4,32,2,2016,11,727
19,18,32,2,2016,11,145
20,21,32,2,2016,11,400
21,5,32,2,2016,11,630
0,6,46,2,2016,11,345
1,20,46,2,2016,11,338
2,3,46,2,2016,11,331
3,0,46,2,2016,11,356
4,19,46,2,2016,11,569
5,9,46,2,2016,11,489
6,12,46,2,2016,11,912
7,2,46,2,2016,11,316
8,16,46,2,2016,11,3345
9,17,46,2,2016,11,377
10,7,46,2,2016,11,1454
11,11,46,2,2016,11,350
12,1,46,2,2016,11,574
13,13,46,2,2016,11,872
14,8,46,2,2016,11,1151
15,14,46,2,2016,11,1189
16,15,46,2,2016,11,506
17,10,46,2,2016,11,734
18,4,46,2,2016,11,480
19,18,46,2,2016,11,200
20,21,46,2,2016,11,345
21,5,46,2,2016,11,404
0,6,29,1,2016,11,277
1,20,29,1,2016,11,22
2,3,29,1,2016,11,19
3,0,29,1,2016,11,372
4,19,29,1,2016,11,42
5,9,29,1,2016,11,74
6,12,29,1,2016,11,286
7,2,29,1,2016,11,62
8,16,29,1,2016,11,972
9,17,29,1,2016,11,13
10,7,29,1,2016,11,380
11,11,29,1,2016,11,35
12,1,29,1,2016,11,231
13,13,29,1,2016,11,188
14,8,29,1,2016,11,323
15,14,29,1,2016,11,64
16,15,29,1,2016,11,31
17,10,29,1,2016,11,83
18,4,29,1,2016,11,153
19,18,29,1,2016,11,12
20,21,29,1,2016,11,29
21,5,29,1,2016,11,61
0,6,58,2,2016,11,331
1,20,58,2,2016,11,521
2,3,58,2,2016,11,190
3,0,58,2,2016,11,301
4,19,58,2,2016,11,617
5,9,58,2,2016,11,504
6,12,58,2,2016,11,709
7,2,58,2,2016,11,302
8,16,58,2,2016,11,4901
9,17,58,2,2016,11,458
10,7,58,2,2016,11,974
11,11,58,2,2016,11,499
12,1,58,2,2016,11,602
13,13,58,2,2016,11,614
14,8,58,2,2016,11,1169
15,14,58,2,2016,11,1066
16,15,58,2,2016,11,700
17,10,58,2,2016,11,796
18,4,58,2,2016,11,460
19,18,58,2,2016,11,222
20,21,58,2,2016,11,229
21,5,58,2,2016,11,199
0,6,33,3,2016,11,457
1,20,33,3,2016,11,233
2,3,33,3,2016,11,200
3,0,33,3,2016,11,754
4,19,33,3,2016,11,489
5,9,33,3,2016,11,568
6,12,33,3,2016,11,1094
7,2,33,3,2016,11,395
8,16,33,3,2016,11,3563
9,17,33,3,2016,11,194
10,7,33,3,2016,11,1491
11,11,33,3,2016,11,340
12,1,33,3,2016,11,971
13,13,33,3,2016,11,805
14,8,33,3,2016,11,1516
15,14,33,3,2016,11,779
16,15,33,3,2016,11,767
17,10,33,3,2016,11,612
18,4,33,3,2016,11,1269
19,18,33,3,2016,11,200
20,21,33,3,2016,11,309
21,5,33,3,2016,11,639
0,6,55,2,2016,11,304
1,20,55,2,2016,11,97
2,3,55,2,2016,11,54
3,0,55,2,2016,11,551
4,19,55,2,2016,11,246
5,9,55,2,2016,11,125
6,12,55,2,2016,11,228
7,2,55,2,2016,11,53
8,16,55,2,2016,11,442
9,17,55,2,2016,11,38
10,7,55,2,2016,11,248
11,11,55,2,2016,11,75
12,1,55,2,2016,11,123
13,13,55,2,2016,11,144
14,8,55,2,2016,11,149
15,14,55,2,2016,11,148
16,15,55,2,2016,11,157
17,10,55,2,2016,11,111
18,4,55,2,2016,11,126
19,18,55,2,2016,11,132
20,21,55,2,2016,11,150
21,5,55,2,2016,11,71
0,6,19,2,2016,11,244
1,20,19,2,2016,11,214
2,3,19,2,2016,11,167
3,0,19,2,2016,11,181
4,19,19,2,2016,11,432
5,9,19,2,2016,11,699
6,12,19,2,2016,11,792
7,2,19,2,2016,11,231
8,16,19,2,2016,11,1204
9,17,19,2,2016,11,135
10,7,19,2,2016,11,1083
11,11,19,2,2016,11,434
12,1,19,2,2016,11,667
13,13,19,2,2016,11,1006
14,8,19,2,2016,11,1202
15,14,19,2,2016,11,409
16,15,19,2,2016,11,439
17,10,19,2,2016,11,391
18,4,19,2,2016,11,186
19,18,19,2,2016,11,92
20,21,19,2,2016,11,212
21,5,19,2,2016,11,126
0,6,5,2,2016,11,88
1,20,5,2,2016,11,209
2,3,5,2,2016,11,130
