province,adcode,model,regYear,regMonth,popularity
11,11,57,2017,8,624
11,11,57,2017,9,863
11,11,57,2017,10,691
11,11,57,2017,11,820
11,11,57,2017,12,713
11,11,31,2016,1,985
11,11,31,2016,2,1107
11,11,31,2016,3,739
11,11,31,2016,4,724
11,11,31,2016,5,786
11,11,31,2016,6,777
11,11,31,2016,7,762
11,11,31,2016,8,777
11,11,31,2016,9,957
11,11,31,2016,10,941
11,11,31,2016,11,882
11,11,31,2016,12,844
11,11,31,2017,1,818
11,11,31,2017,2,969
11,11,31,2017,3,994
11,11,31,2017,4,895
11,11,31,2017,5,999
11,11,31,2017,6,972
11,11,31,2017,7,829
11,11,31,2017,8,857
11,11,31,2017,9,823
11,11,31,2017,10,938
11,11,31,2017,11,973
11,11,31,2017,12,897
11,11,32,2016,1,205
11,11,32,2016,2,188
11,11,32,2016,3,152
11,11,32,2016,4,123
11,11,32,2016,5,114
11,11,32,2016,6,107
11,11,32,2016,7,79
11,11,32,2016,8,66
11,11,32,2016,9,142
11,11,32,2016,10,97
11,11,32,2016,11,79
11,11,32,2016,12,51
11,11,32,2017,1,59
11,11,32,2017,2,100
11,11,32,2017,3,66
11,11,32,2017,4,53
11,11,32,2017,5,165
11,11,32,2017,6,152
11,11,32,2017,7,58
11,11,32,2017,8,84
11,11,32,2017,9,95
11,11,32,2017,10,98
11,11,32,2017,11,46
11,11,32,2017,12,114
11,11,2,2016,1,734
11,11,2,2016,2,845
11,11,2,2016,3,590
11,11,2,2016,4,577
11,11,2,2016,5,588
11,11,2,2016,6,542
11,11,2,2016,7,520
11,11,2,2016,8,601
11,11,2,2016,9,597
11,11,2,2016,10,617
11,11,2,2016,11,597
11,11,2,2016,12,630
11,11,2,2017,1,709
11,11,2,2017,2,791
11,11,2,2017,3,563
11,11,2,2017,4,506
11,11,2,2017,5,585
11,11,2,2017,6,649
11,11,2,2017,7,578
11,11,2,2017,8,594
11,11,2,2017,9,612
11,11,2,2017,10,684
11,11,2,2017,11,578
11,11,2,2017,12,567
11,11,49,2016,1,4410
11,11,49,2016,2,2102
11,11,49,2016,3,1380
11,11,49,2016,4,1331
11,11,49,2016,5,1388
11,11,49,2016,6,945
11,11,49,2016,7,807
11,11,49,2016,8,746
11,11,49,2016,9,878
11,11,49,2016,10,776
11,11,49,2016,11,808
11,11,49,2016,12,862
11,11,49,2017,1,875
11,11,49,2017,2,954
11,11,49,2017,3,7954
11,11,49,2017,4,10815
11,11,49,2017,5,1836
11,11,49,2017,6,1811
11,11,49,2017,7,1379
11,11,49,2017,8,1595
11,11,49,2017,9,1733
11,11,49,2017,10,2130
11,11,49,2017,11,10914
11,11,49,2017,12,24775
11,11,58,2016,1,1568
11,11,58,2016,2,1678
11,11,58,2016,3,1215
11,11,58,2016,4,1190
11,11,58,2016,5,1074
11,11,58,2016,6,1252
11,11,58,2016,7,1234
11,11,58,2016,8,1346
11,11,58,2016,9,1724
11,11,58,2016,10,1602
11,11,58,2016,11,1567
11,11,58,2016,12,1599
11,11,58,2017,1,1662
11,11,58,2017,2,1968
11,11,58,2017,3,1544
11,11,58,2017,4,1093
11,11,58,2017,5,1020
11,11,58,2017,6,904
11,11,58,2017,7,872
11,11,58,2017,8,1040
11,11,58,2017,9,1135
11,11,58,2017,10,1164
11,11,58,2017,11,1169
11,11,58,2017,12,849
11,11,54,2016,1,442
11,11,54,2016,2,397
11,11,54,2016,3,336
11,11,54,2016,4,321
11,11,54,2016,5,347
11,11,54,2016,6,341
11,11,54,2016,7,309
11,11,54,2016,8,315
11,11,54,2016,9,426
11,11,54,2016,10,390
11,11,54,2016,11,569
11,11,54,2016,12,800
11,11,54,2017,1,428
11,11,54,2017,2,485
11,11,54,2017,3,555
11,11,54,2017,4,693
11,11,54,2017,5,570
11,11,54,2017,6,851
11,11,54,2017,7,1086
11,11,54,2017,8,1010
11,11,54,2017,9,155
11,11,54,2017,10,424
11,11,54,2017,11,1527
11,11,54,2017,12,1926
11,11,47,2016,1,745
11,11,47,2016,2,1161
11,11,47,2016,3,771
11,11,47,2016,4,725
11,11,47,2016,5,559
11,11,47,2016,6,491
11,11,47,2016,7,419
11,11,47,2016,8,436
11,11,47,2016,9,448
11,11,47,2016,10,460
11,11,47,2016,11,434
11,11,47,2016,12,427
11,11,47,2017,1,590
11,11,47,2017,2,670
11,11,47,2017,3,539
11,11,47,2017,4,504
11,11,47,2017,5,597
11,11,47,2017,6,531
11,11,47,2017,7,511
11,11,47,2017,8,550
11,11,47,2017,9,565
11,11,47,2017,10,663
11,11,47,2017,11,704
11,11,47,2017,12,732
11,11,33,2016,1,720
11,11,33,2016,2,804
11,11,33,2016,3,609
11,11,33,2016,4,549
11,11,33,2016,5,545
11,11,33,2016,6,504
11,11,33,2016,7,459
11,11,33,2016,8,517
11,11,33,2016,9,580
11,11,33,2016,10,649
11,11,33,2016,11,615
11,11,33,2016,12,668
11,11,33,2017,1,789
11,11,33,2017,2,1000
11,11,33,2017,3,895
11,11,33,2017,4,717
11,11,33,2017,5,782
11,11,33,2017,6,819
11,11,33,2017,7,845
11,11,33,2017,8,913
11,11,33,2017,9,914
11,11,33,2017,10,962
11,11,33,2017,11,901
11,11,33,2017,12,965
11,11,56,2016,1,2488
11,11,56,2016,2,3391
11,11,56,2016,3,1919
11,11,56,2016,4,1653
11,11,56,2016,5,1350
11,11,56,2016,6,1379
11,11,56,2016,7,1634
11,11,56,2016,8,1789
11,11,56,2016,9,2288
11,11,56,2016,10,2540
11,11,56,2016,11,2378
11,11,56,2016,12,2285
11,11,56,2017,1,2479
11,11,56,2017,2,2948
11,11,56,2017,3,2098
11,11,56,2017,4,1433
11,11,56,2017,5,1424
11,11,56,2017,6,1434
11,11,56,2017,7,1218
11,11,56,2017,8,1230
11,11,56,2017,9,1205
11,11,56,2017,10,1289
11,11,56,2017,11,1337
11,11,56,2017,12,1377
11,11,15,2016,1,1069
11,11,15,2016,2,1256
11,11,15,2016,3,887
11,11,15,2016,4,828
11,11,15,2016,5,868
11,11,15,2016,6,851
11,11,15,2016,7,872
11,11,15,2016,8,931
11,11,15,2016,9,1047
11,11,15,2016,10,1128
11,11,15,2016,11,952
11,11,15,2016,12,919
11,11,15,2017,1,886
11,11,15,2017,2,996
11,11,15,2017,3,708
11,11,15,2017,4,647
11,11,15,2017,5,804
11,11,15,2017,6,655
11,11,15,2017,7,663
11,11,15,2017,8,818
11,11,15,2017,9,745
11,11,15,2017,10,774
11,11,15,2017,11,619
11,11,15,2017,12,723
11,11,13,2016,1,926
11,11,13,2016,2,1485
11,11,13,2016,3,972
11,11,13,2016,4,817
11,11,13,2016,5,778
11,11,13,2016,6,719
11,11,13,2016,7,730
11,11,13,2016,8,810
11,11,13,2016,9,1129
11,11,13,2016,10,1054
11,11,13,2016,11,993
11,11,13,2016,12,875
11,11,13,2017,1,977
11,11,13,2017,2,1169
11,11,13,2017,3,756
11,11,13,2017,4,568
11,11,13,2017,5,616
11,11,13,2017,6,584
11,11,13,2017,7,447
11,11,13,2017,8,471
11,11,13,2017,9,456
11,11,13,2017,10,658
11,11,13,2017,11,499
11,11,13,2017,12,544
11,11,18,2016,1,1391
11,11,18,2016,2,1620
11,11,18,2016,3,1352
11,11,18,2016,4,1172
11,11,18,2016,5,1175
11,11,18,2016,6,1289
11,11,18,2016,7,1167
11,11,18,2016,8,1219
11,11,18,2016,9,1443
11,11,18,2016,10,1563
11,11,18,2016,11,1310
11,11,18,2016,12,1462
11,11,18,2017,1,1533
11,11,18,2017,2,1800
11,11,18,2017,3,1317
11,11,18,2017,4,1102
11,11,18,2017,5,1064
11,11,18,2017,6,1095
11,11,18,2017,7,875
11,11,18,2017,8,898
11,11,18,2017,9,1004
11,11,18,2017,10,1067
11,11,18,2017,11,883
11,11,18,2017,12,930
11,11,50,2016,1,2373
11,11,50,2016,2,3399
11,11,50,2016,3,2292
11,11,50,2016,4,2285
11,11,50,2016,5,2301
11,11,50,2016,6,2076
11,11,50,2016,7,2006
11,11,50,2016,8,2096
11,11,50,2016,9,2478
11,11,50,2016,10,2692
11,11,50,2016,11,2205
11,11,50,2016,12,2375
11,11,50,2017,1,3027
11,11,50,2017,2,3328
11,11,50,2017,3,2658
11,11,50,2017,4,2649
11,11,50,2017,5,2811
11,11,50,2017,6,2612
11,11,50,2017,7,2548
11,11,50,2017,8,2832
11,11,50,2017,9,2869
11,11,50,2017,10,2919
11,11,50,2017,11,2483
11,11,50,2017,12,2685
11,11,53,2016,1,3423
11,11,53,2016,2,4988
11,11,53,2016,3,3453
11,11,53,2016,4,3240
11,11,53,2016,5,3251
11,11,53,2016,6,2933
11,11,53,2016,7,2963
11,11,53,2016,8,3166
11,11,53,2016,9,3857
11,11,53,2016,10,3719
11,11,53,2016,11,3178
11,11,53,2016,12,3342
11,11,53,2017,1,3815
11,11,53,2017,2,4476
11,11,53,2017,3,3603
11,11,53,2017,4,3237
11,11,53,2017,5,3332
11,11,53,2017,6,3274
11,11,53,2017,7,3169
11,11,53,2017,8,3271
11,11,53,2017,9,3167
11,11,53,2017,10,3147
11,11,53,2017,11,2741
11,11,53,2017,12,2894
11,11,25,2016,1,1457
11,11,25,2016,2,1423
11,11,25,2016,3,1088
11,11,25,2016,4,1099
11,11,25,2016,5,1014
11,11,25,2016,6,796
11,11,25,2016,7,880
11,11,25,2016,8,1032
11,11,25,2016,9,1300
11,11,25,2016,10,1338
11,11,25,2016,11,1125
11,11,25,2016,12,1113
11,11,25,2017,1,1123
11,11,25,2017,2,1232
11,11,25,2017,3,1054
11,11,25,2017,4,1104
11,11,25,2017,5,1102
11,11,25,2017,6,1080
11,11,25,2017,7,1287
11,11,25,2017,8,1410
11,11,25,2017,9,1265
11,11,25,2017,10,1239
11,11,25,2017,11,982
11,11,25,2017,12,993
11,11,24,2016,1,1410
11,11,24,2016,2,1719
11,11,24,2016,3,1217
11,11,24,2016,4,1619
11,11,24,2016,5,1834
11,11,24,2016,6,1391
11,11,24,2016,7,1295
11,11,24,2016,8,1323
11,11,24,2016,9,1453
11,11,24,2016,10,1586
11,11,24,2016,11,1494
11,11,24,2016,12,1482
11,11,24,2017,1,1690
11,11,24,2017,2,1941
11,11,24,2017,3,1292
11,11,24,2017,4,1201
11,11,24,2017,5,1238
11,11,24,2017,6,1143
11,11,24,2017,7,1046
11,11,24,2017,8,1166
11,11,24,2017,9,1043
11,11,24,2017,10,1201
11,11,24,2017,11,1083
11,11,24,2017,12,1267
11,11,10,2016,1,467
11,11,10,2016,2,766
11,11,10,2016,3,497
11,11,10,2016,4,528
11,11,10,2016,5,478
11,11,10,2016,6,476
11,11,10,2016,7,446
11,11,10,2016,8,441
11,11,10,2016,9,478
11,11,10,2016,10,552
11,11,10,2016,11,479
11,11,10,2016,12,493
11,11,10,2017,1,615
11,11,10,2017,2,778
11,11,10,2017,3,475
11,11,10,2017,4,410
11,11,10,2017,5,468
11,11,10,2017,6,484
11,11,10,2017,7,456
11,11,10,2017,8,539
11,11,10,2017,9,520
11,11,10,2017,10,487
11,11,10,2017,11,563
11,11,10,2017,12,514
11,11,42,2016,1,1598
11,11,42,2016,2,2027
11,11,42,2016,3,1535
11,11,42,2016,4,1564
11,11,42,2016,5,1640
11,11,42,2016,6,1530
11,11,42,2016,7,1505
11,11,42,2016,8,1701
11,11,42,2016,9,1940
11,11,42,2016,10,2015
11,11,42,2016,11,1715
11,11,42,2016,12,1678
11,11,42,2017,1,1913
11,11,42,2017,2,2283
11,11,42,2017,3,1947
11,11,42,2017,4,1797
11,11,42,2017,5,1938
11,11,42,2017,6,1694
11,11,42,2017,7,1553
11,11,42,2017,8,2020
11,11,42,2017,9,2025
11,11,42,2017,10,1828
11,11,42,2017,11,1573
11,11,42,2017,12,1653
11,11,43,2016,1,305
11,11,43,2016,2,359
11,11,43,2016,3,305
11,11,43,2016,4,269
11,11,43,2016,5,284
11,11,43,2016,6,208
11,11,43,2016,7,229
11,11,43,2016,8,266
11,11,43,2016,9,340
11,11,43,2016,10,404
11,11,43,2016,11,418
11,11,43,2016,12,388
11,11,43,2017,1,413
11,11,43,2017,2,475
11,11,43,2017,3,564
11,11,43,2017,4,470
11,11,43,2017,5,484
11,11,43,2017,6,469
11,11,43,2017,7,484
11,11,43,2017,8,529
11,11,43,2017,9,601
11,11,43,2017,10,583
11,11,43,2017,11,489
11,11,43,2017,12,451
11,11,29,2016,1,110
11,11,29,2016,2,151
11,11,29,2016,3,130
11,11,29,2016,4,122
11,11,29,2016,5,156
11,11,29,2016,6,124
11,11,29,2016,7,102
11,11,29,2016,8,113
11,11,29,2016,9,114
11,11,29,2016,10,110
11,11,29,2016,11,101
11,11,29,2016,12,100
11,11,29,2017,1,111
11,11,29,2017,2,132
11,11,29,2017,3,123
11,11,29,2017,4,117
11,11,29,2017,5,109
11,11,29,2017,6,107
11,11,29,2017,7,127
11,11,29,2017,8,118
11,11,29,2017,9,133
11,11,29,2017,10,147
11,11,29,2017,11,167
11,11,29,2017,12,170
11,11,41,2016,1,1967
11,11,41,2016,2,2408
11,11,41,2016,3,2067
11,11,41,2016,4,2074
11,11,41,2016,5,2197
11,11,41,2016,6,1763
11,11,41,2016,7,1722
11,11,41,2016,8,1897
11,11,41,2016,9,2107
11,11,41,2016,10,2285
11,11,41,2016,11,2196
11,11,41,2016,12,2028
11,11,41,2017,1,2224
11,11,41,2017,2,2794
11,11,41,2017,3,2509
11,11,41,2017,4,2582
11,11,41,2017,5,3072
11,11,41,2017,6,2637
11,11,41,2017,7,2230
11,11,41,2017,8,2365
11,11,41,2017,9,2361
11,11,41,2017,10,2305
11,11,41,2017,11,1852
11,11,41,2017,12,1988
11,11,1,2016,1,346
11,11,1,2016,2,474
11,11,1,2016,3,379
11,11,1,2016,4,290
11,11,1,2016,5,281
11,11,1,2016,6,243
11,11,1,2016,7,244
11,11,1,2016,8,789
11,11,1,2016,9,1270
11,11,1,2016,10,1835
11,11,1,2016,11,1669
11,11,1,2016,12,1268
11,11,1,2017,1,1148
11,11,1,2017,2,291
11,11,1,2017,3,381
11,11,1,2017,4,346
11,11,1,2017,5,309
11,11,1,2017,6,281
11,11,1,2017,7,250
11,11,1,2017,8,236
11,11,1,2017,9,239
11,11,1,2017,10,287
11,11,1,2017,11,278
11,11,1,2017,12,247
17,10,6,2016,1,2703
17,10,6,2016,2,2553
17,10,6,2016,3,3245
17,10,6,2016,4,2404
17,10,6,2016,5,2860
17,10,6,2016,6,2764
17,10,6,2016,7,2699
17,10,6,2016,8,3161
17,10,6,2016,9,3274
17,10,6,2016,10,3760
17,10,6,2016,11,3332
17,10,6,2016,12,3443
17,10,6,2017,1,2674
17,10,6,2017,2,4226
17,10,6,2017,3,3642
17,10,6,2017,4,2065
17,10,6,2017,5,2135
17,10,6,2017,6,2568
17,10,6,2017,7,2155
17,10,6,2017,8,1901
17,10,6,2017,9,1795
17,10,6,2017,10,1505
17,10,6,2017,11,1465
17,10,6,2017,12,1397
17,10,23,2016,1,1080
17,10,23,2016,2,1202
17,10,23,2016,3,1377
17,10,23,2016,4,1326
17,10,23,2016,5,1575
17,10,23,2016,6,1436
17,10,23,2016,7,1697
17,10,23,2016,8,2045
17,10,23,2016,9,2329
17,10,23,2016,10,2685
17,10,23,2016,11,2343
17,10,23,2016,12,2264
17,10,23,2017,1,2009
17,10,23,2017,2,2823
17,10,23,2017,3,2500
17,10,23,2017,4,2028
17,10,23,2017,5,2261
17,10,23,2017,6,2125
17,10,23,2017,7,2082
17,10,23,2017,8,1929
17,10,23,2017,9,1934
17,10,23,2017,10,2348
17,10,23,2017,11,2208
17,10,23,2017,12,2175
17,10,21,2016,1,3100
17,10,21,2016,2,3539
17,10,21,2016,3,4169
17,10,21,2016,4,3659
17,10,21,2016,5,3171
17,10,21,2016,6,3152
17,10,21,2016,7,3912
17,10,21,2016,8,4098
17,10,21,2016,9,4441
17,10,21,2016,10,5258
17,10,21,2016,11,4359
17,10,21,2016,12,3532
17,10,21,2017,1,2760
17,10,21,2017,2,3709
17,10,21,2017,3,3541
17,10,21,2017,4,3329
17,10,21,2017,5,4475
17,10,21,2017,6,4338
17,10,21,2017,7,4308
17,10,21,2017,8,3876
17,10,21,2017,9,3569
17,10,21,2017,10,3817
17,10,21,2017,11,3474
17,10,21,2017,12,3435
17,10,3,2016,1,787
17,10,3,2016,2,920
17,10,3,2016,3,1080
17,10,3,2016,4,926
17,10,3,2016,5,872
17,10,3,2016,6,865
17,10,3,2016,7,887
17,10,3,2016,8,1104
17,10,3,2016,9,1273
17,10,3,2016,10,1460
17,10,3,2016,11,1232
17,10,3,2016,12,1303
17,10,3,2017,1,1118
17,10,3,2017,2,1497
17,10,3,2017,3,1278
17,10,3,2017,4,1105
17,10,3,2017,5,1261
17,10,3,2017,6,1254
17,10,3,2017,7,1241
17,10,3,2017,8,1282
17,10,3,2017,9,1440
17,10,3,2017,10,1373
17,10,3,2017,11,1191
17,10,3,2017,12,1274
17,10,9,2016,1,956
17,10,9,2016,2,1052
17,10,9,2016,3,1240
17,10,9,2016,4,2009
17,10,9,2016,5,3659
17,10,9,2016,6,8377
17,10,9,2016,7,4340
17,10,9,2016,8,3377
17,10,9,2016,9,9006
17,10,9,2016,10,5239
17,10,9,2016,11,12164
17,10,9,2016,12,16242
17,10,9,2017,1,9823
17,10,9,2017,2,10622
17,10,9,2017,3,10232
17,10,9,2017,4,9804
17,10,9,2017,5,11017
17,10,9,2017,6,8214
17,10,9,2017,7,17098
17,10,9,2017,8,11744
17,10,9,2017,9,1349
17,10,9,2017,10,1801
17,10,9,2017,11,1604
17,10,9,2017,12,1310
17,10,45,2016,1,687
17,10,45,2016,2,764
17,10,45,2016,3,806
17,10,45,2016,4,619
17,10,45,2016,5,521
17,10,45,2016,6,460
17,10,45,2016,7,505
17,10,45,2016,8,640
17,10,45,2016,9,656
17,10,45,2016,10,720
17,10,45,2016,11,620
17,10,45,2016,12,551
17,10,45,2017,1,440
17,10,45,2017,2,583
17,10,45,2017,3,512
17,10,45,2017,4,421
17,10,45,2017,5,423
17,10,45,2017,6,403
17,10,45,2017,7,372
17,10,45,2017,8,378
17,10,45,2017,9,398
17,10,45,2017,10,335
17,10,45,2017,11,312
17,10,45,2017,12,333
17,10,14,2016,1,1812
17,10,14,2016,2,2044
17,10,14,2016,3,2117
17,10,14,2016,4,1829
17,10,14,2016,5,1754
17,10,14,2016,6,1677
17,10,14,2016,7,1827
17,10,14,2016,8,2170
17,10,14,2016,9,2509
17,10,14,2016,10,2720
17,10,14,2016,11,2275
17,10,14,2016,12,2263
17,10,14,2017,1,1951
17,10,14,2017,2,2979
17,10,14,2017,3,2406
17,10,14,2017,4,1980
17,10,14,2017,5,2129
17,10,14,2017,6,2177
17,10,14,2017,7,2253
17,10,14,2017,8,2271
17,10,14,2017,9,2415
17,10,14,2017,10,2620
17,10,14,2017,11,2350
17,10,14,2017,12,2452
17,10,8,2016,1,411
17,10,8,2016,2,500
17,10,8,2016,3,474
17,10,8,2016,4,408
17,10,8,2016,5,424
17,10,8,2016,6,333
17,10,8,2016,7,342
17,10,8,2016,8,397
17,10,8,2016,9,400
17,10,8,2016,10,467
17,10,8,2016,11,381
17,10,8,2016,12,405
17,10,8,2017,1,390
17,10,8,2017,2,521
17,10,8,2017,3,480
17,10,8,2017,4,440
17,10,8,2017,5,461
17,10,8,2017,6,468
17,10,8,2017,7,460
17,10,8,2017,8,440
17,10,8,2017,9,553
17,10,8,2017,10,507
17,10,8,2017,11,475
17,10,8,2017,12,751
17,10,57,2016,1,1712
17,10,57,2016,2,1651
17,10,57,2016,3,1658
17,10,57,2016,4,1268
17,10,57,2016,5,1131
17,10,57,2016,6,1082
17,10,57,2016,7,1282
17,10,57,2016,8,1643
17,10,57,2016,9,1907
17,10,57,2016,10,2017
17,10,57,2016,11,1741
17,10,57,2016,12,1316
17,10,57,2017,1,920
17,10,57,2017,2,1218
17,10,57,2017,3,999
17,10,57,2017,4,658
17,10,57,2017,5,752
17,10,57,2017,6,832
17,10,57,2017,7,678
17,10,57,2017,8,681
17,10,57,2017,9,899
17,10,57,2017,10,750
17,10,57,2017,11,794
17,10,57,2017,12,692
17,10,31,2016,1,909
17,10,31,2016,2,874
17,10,31,2016,3,853
17,10,31,2016,4,782
17,10,31,2016,5,740
17,10,31,2016,6,671
17,10,31,2016,7,759
17,10,31,2016,8,814
17,10,31,2016,9,957
17,10,31,2016,10,1017
17,10,31,2016,11,947
17,10,31,2016,12,939
17,10,31,2017,1,727
17,10,31,2017,2,960
17,10,31,2017,3,1052
17,10,31,2017,4,909
17,10,31,2017,5,1138
17,10,31,2017,6,1213
17,10,31,2017,7,1048
17,10,31,2017,8,923
17,10,31,2017,9,853
17,10,31,2017,10,968
17,10,31,2017,11,992
17,10,31,2017,12,836
17,10,32,2016,1,292
17,10,32,2016,2,214
17,10,32,2016,3,272
17,10,32,2016,4,268
17,10,32,2016,5,198
17,10,32,2016,6,173
17,10,32,2016,7,160
17,10,32,2016,8,149
17,10,32,2016,9,236
17,10,32,2016,10,234
17,10,32,2016,11,171
17,10,32,2016,12,179
17,10,32,2017,1,132
17,10,32,2017,2,169
17,10,32,2017,3,139
17,10,32,2017,4,87
17,10,32,2017,5,442
17,10,32,2017,6,745
17,10,32,2017,7,263
17,10,32,2017,8,229
17,10,32,2017,9,142
17,10,32,2017,10,119
17,10,32,2017,11,59
17,10,32,2017,12,143
17,10,2,2016,1,653
17,10,2,2016,2,644
17,10,2,2016,3,720
17,10,2,2016,4,649
17,10,2,2016,5,627
17,10,2,2016,6,573
17,10,2,2016,7,633
17,10,2,2016,8,715
17,10,2,2016,9,735
17,10,2,2016,10,821
17,10,2,2016,11,727
17,10,2,2016,12,743
17,10,2,2017,1,607
17,10,2,2017,2,846
17,10,2,2017,3,621
17,10,2,2017,4,555
17,10,2,2017,5,655
17,10,2,2017,6,685
17,10,2,2017,7,656
17,10,2,2017,8,655
17,10,2,2017,9,683
17,10,2,2017,10,745
17,10,2,2017,11,643
17,10,2,2017,12,560
17,10,49,2016,1,6383
17,10,49,2016,2,1483
17,10,49,2016,3,1647
17,10,49,2016,4,1611
17,10,49,2016,5,1620
17,10,49,2016,6,1137
17,10,49,2016,7,1103
17,10,49,2016,8,1157
17,10,49,2016,9,1118
17,10,49,2016,10,1086
17,10,49,2016,11,1058
17,10,49,2016,12,1043
17,10,49,2017,1,830
17,10,49,2017,2,1200
17,10,49,2017,3,13559
17,10,49,2017,4,21864
17,10,49,2017,5,2321
17,10,49,2017,6,2226
17,10,49,2017,7,1925
17,10,49,2017,8,2040
17,10,49,2017,9,2076
17,10,49,2017,10,4522
17,10,49,2017,11,4494
17,10,49,2017,12,10549
17,10,58,2016,1,2285
17,10,58,2016,2,2297
17,10,58,2016,3,2352
17,10,58,2016,4,1993
17,10,58,2016,5,1824
17,10,58,2016,6,2037
17,10,58,2016,7,2280
17,10,58,2016,8,2565
17,10,58,2016,9,2823
17,10,58,2016,10,3007
17,10,58,2016,11,2785
17,10,58,2016,12,2699
17,10,58,2017,1,2355
17,10,58,2017,2,3133
17,10,58,2017,3,2481
17,10,58,2017,4,1795
17,10,58,2017,5,1743
17,10,58,2017,6,1512
17,10,58,2017,7,1518
17,10,58,2017,8,1707
17,10,58,2017,9,1854
17,10,58,2017,10,1988
17,10,58,2017,11,1976
17,10,58,2017,12,1395
17,10,54,2016,1,489
17,10,54,2016,2,444
17,10,54,2016,3,432
17,10,54,2016,4,386
17,10,54,2016,5,378
17,10,54,2016,6,387
17,10,54,2016,7,449
17,10,54,2016,8,507
17,10,54,2016,9,544
17,10,54,2016,10,528
17,10,54,2016,11,1334
17,10,54,2016,12,1659
17,10,54,2017,1,542
17,10,54,2017,2,860
17,10,54,2017,3,803
17,10,54,2017,4,952
17,10,54,2017,5,1502
17,10,54,2017,6,912
17,10,54,2017,7,2447
17,10,54,2017,8,2662
17,10,54,2017,9,210
17,10,54,2017,10,433
17,10,54,2017,11,257
17,10,54,2017,12,275
17,10,47,2016,1,894
17,10,47,2016,2,1247
17,10,47,2016,3,1088
17,10,47,2016,4,937
17,10,47,2016,5,740
17,10,47,2016,6,716
17,10,47,2016,7,703
17,10,47,2016,8,728
17,10,47,2016,9,740
17,10,47,2016,10,746
17,10,47,2016,11,699
17,10,47,2016,12,716
17,10,47,2017,1,750
17,10,47,2017,2,989
17,10,47,2017,3,781
17,10,47,2017,4,671
17,10,47,2017,5,825
17,10,47,2017,6,741
17,10,47,2017,7,711
17,10,47,2017,8,719
17,10,47,2017,9,807
17,10,47,2017,10,862
17,10,47,2017,11,918
17,10,47,2017,12,1011
17,10,33,2016,1,1267
17,10,33,2016,2,1049
17,10,33,2016,3,1144
17,10,33,2016,4,1007
17,10,33,2016,5,896
17,10,33,2016,6,774
17,10,33,2016,7,834
17,10,33,2016,8,986
17,10,33,2016,9,1034
17,10,33,2016,10,1226
17,10,33,2016,11,1164
17,10,33,2016,12,1227
17,10,33,2017,1,1171
17,10,33,2017,2,1713
17,10,33,2017,3,1519
17,10,33,2017,4,1254
17,10,33,2017,5,1393
17,10,33,2017,6,1427
17,10,33,2017,7,1506
17,10,33,2017,8,1525
17,10,33,2017,9,1539
17,10,33,2017,10,1568
17,10,33,2017,11,1320
17,10,33,2017,12,1414
17,10,56,2016,1,3132
17,10,56,2016,2,3738
17,10,56,2016,3,3125
17,10,56,2016,4,2435
17,10,56,2016,5,1973
17,10,56,2016,6,2037
17,10,56,2016,7,2674
17,10,56,2016,8,2935
17,10,56,2016,9,3328
17,10,56,2016,10,3888
17,10,56,2016,11,3718
17,10,56,2016,12,3614
17,10,56,2017,1,2923
17,10,56,2017,2,3954
17,10,56,2017,3,3022
17,10,56,2017,4,2123
17,10,56,2017,5,2059
17,10,56,2017,6,2113
17,10,56,2017,7,1887
17,10,56,2017,8,1826
17,10,56,2017,9,1819
17,10,56,2017,10,1822
17,10,56,2017,11,1967
17,10,56,2017,12,1769
17,10,15,2016,1,1346
17,10,15,2016,2,1548
17,10,15,2016,3,1402
17,10,15,2016,4,1161
17,10,15,2016,5,1222
17,10,15,2016,6,1229
17,10,15,2016,7,1286
17,10,15,2016,8,1539
17,10,15,2016,9,1518
17,10,15,2016,10,1722
17,10,15,2016,11,1436
17,10,15,2016,12,1420
17,10,15,2017,1,1168
17,10,15,2017,2,1520
17,10,15,2017,3,1037
17,10,15,2017,4,1006
17,10,15,2017,5,1165
17,10,15,2017,6,918
17,10,15,2017,7,1052
17,10,15,2017,8,1138
17,10,15,2017,9,1114
17,10,15,2017,10,1057
17,10,15,2017,11,855
17,10,15,2017,12,943
17,10,13,2016,1,1357
17,10,13,2016,2,1837
17,10,13,2016,3,1589
17,10,13,2016,4,1282
17,10,13,2016,5,1156
17,10,13,2016,6,1083
17,10,13,2016,7,1255
17,10,13,2016,8,1464
17,10,13,2016,9,1747
17,10,13,2016,10,1705
17,10,13,2016,11,1652
17,10,13,2016,12,1572
17,10,13,2017,1,1364
17,10,13,2017,2,1759
17,10,13,2017,3,1161
17,10,13,2017,4,850
17,10,13,2017,5,871
17,10,13,2017,6,847
17,10,13,2017,7,713
17,10,13,2017,8,706
17,10,13,2017,9,735
17,10,13,2017,10,1012
17,10,13,2017,11,713
17,10,13,2017,12,764
17,10,18,2016,1,1787
17,10,18,2016,2,2078
17,10,18,2016,3,2167
17,10,18,2016,4,1594
17,10,18,2016,5,1455
17,10,18,2016,6,1556
17,10,18,2016,7,1620
17,10,18,2016,8,1751
17,10,18,2016,9,1959
17,10,18,2016,10,2406
17,10,18,2016,11,1972
17,10,18,2016,12,2093
17,10,18,2017,1,1865
17,10,18,2017,2,2305
17,10,18,2017,3,1576
17,10,18,2017,4,1279
17,10,18,2017,5,1267
17,10,18,2017,6,1275
17,10,18,2017,7,1040
