province,adcode,model,bodyType,salesVolume1,popularity1,salesVolume2,popularity2,salesVolume3,popularity3,salesVolume4,popularity4,salesVolume5,popularity5,salesVolume6,popularity6,salesVolume7,popularity7,salesVolume8,popularity8,salesVolume9,popularity9,salesVolume10,popularity10,salesVolume11,popularity11,salesVolume12,popularity12,pred
8,16,47,3,553,2509,537,2296,509,2241,516,2283,523,2350,704,2398,995,2241,1243,2296,727,2538,322,3358,827,2177,693,1898,791
9,17,47,3,113,489,102,417,97,403,101,397,156,366,159,374,192,363,214,378,225,438,119,526,204,548,139,485,193
19,18,47,3,274,567,314,525,254,484,213,509,262,460,251,446,282,434,391,466,433,505,202,652,335,478,319,461,317
4,19,47,3,679,2283,596,2098,623,1990,519,2028,741,2110,610,2106,732,1968,1083,2110,1390,2811,565,3583,951,1234,827,1123,852
1,20,47,3,346,752,330,730,388,697,290,692,304,761,344,736,442,739,485,716,409,798,248,999,357,790,375,718,412
20,21,47,3,522,1076,312,950,356,905,360,749,419,728,276,702,346,746,497,787,487,857,257,960,378,697,390,595,460
3,0,48,3,466,1822,501,3454,463,5444,464,9149,472,3226,326,2900,417,2813,805,2730,105,1703,52,1804,132,1170,97,1078,103
12,1,48,3,480,1994,501,2216,551,3101,690,4295,771,3500,682,3160,755,2829,1430,3212,754,2386,390,2348,398,1827,481,1832,498
7,2,48,3,199,764,121,785,199,1255,221,1656,226,1295,243,1143,264,1021,497,1096,192,794,96,784,135,751,117,641,169
2,3,48,3,89,339,103,415,103,585,63,807,86,738,129,695,183,794,244,750,117,470,67,462,81,423,65,299,79
18,4,48,3,48,406,65,1291,77,1512,81,2525,68,671,54,580,102,575,113,563,47,397,21,410,29,487,27,427,30
21,5,48,3,19,258,35,396,25,681,28,1645,17,593,16,576,45,629,45,470,7,355,10,306,21,289,11,265,20
0,6,48,3,110,654,134,932,139,1320,176,2028,218,1156,159,1001,193,771,281,762,60,546,52,551,74,522,61,405,69
10,7,48,3,521,2105,545,3775,683,5976,706,10350,761,3371,731,3147,749,2763,1017,2462,461,1887,270,2056,342,2205,363,1661,373
14,8,48,3,271,1577,509,2250,410,3095,370,4844,1437,3076,406,2726,420,2241,845,2065,174,1198,81,1390,170,1776,192,1355,246
5,9,48,3,209,713,240,2012,323,2533,314,3953,310,1259,267,1225,287,967,463,917,251,755,96,695,133,1185,88,650,118
17,10,48,3,92,508,93,2824,116,2725,102,3705,142,1161,175,1084,166,948,247,758,102,484,51,554,67,563,60,488,67
11,11,48,3,110,465,128,551,145,1027,145,1635,229,913,198,786,198,710,315,614,211,491,60,506,84,482,84,416,68
6,12,48,3,571,2691,548,2960,646,4051,773,5713,797,4036,679,3622,738,3101,1182,3267,600,2535,283,2433,311,2538,395,2250,408
13,13,48,3,534,2463,645,3141,779,4769,871,7473,851,4248,876,4061,865,3643,1601,3718,892,3051,268,2636,371,2307,333,1899,363
15,14,48,3,83,554,118,1177,124,2008,88,3922,110,1063,128,1029,133,1001,246,777,134,689,39,662,47,606,55,459,60
16,15,48,3,324,842,325,1057,335,1559,319,2215,439,1559,335,1349,447,1159,756,1217,439,912,130,917,231,890,191,742,211
8,16,48,3,351,2557,384,3662,378,5558,429,9243,596,5048,574,4496,615,3589,869,3508,297,2476,127,2966,271,2220,262,1969,258
9,17,48,3,140,433,126,672,161,944,139,1438,167,862,205,763,233,637,425,637,254,529,71,580,136,654,107,564,135
19,18,48,3,1791,1580,780,1804,781,2599,1602,3146,764,2462,548,2067,596,1754,1578,1820,630,1532,283,1630,298,1429,337,1294,395
4,19,48,3,726,2667,715,3488,739,5235,855,8642,1133,5162,824,4574,910,3838,1456,3889,816,3483,454,3698,505,1675,463,1463,516
1,20,48,3,149,702,132,792,201,1171,192,1769,241,1435,224,1257,227,967,356,956,181,762,119,784,130,736,103,628,154
20,21,48,3,349,1507,347,1623,435,2354,453,2846,455,2312,455,2181,558,1907,938,2030,498,1480,189,1453,261,1279,260,1091,236
3,0,49,3,671,2580,764,1960,635,1863,596,1749,755,1744,684,1636,938,1833,1287,1938,118,1491,74,1939,556,3254,952,5000,1106
12,1,49,3,696,2770,616,1999,754,1828,991,1599,941,1770,754,1803,1144,1952,2067,2381,1110,2021,641,2217,741,4700,953,8141,1002
7,2,49,3,383,1382,273,1004,396,925,591,796,635,865,370,818,1993,879,2925,1031,603,826,248,1039,417,2259,464,2791,574
2,3,49,3,180,708,155,502,165,451,211,449,257,576,237,574,359,665,450,689,248,501,124,555,211,1175,203,1279,178
18,4,49,3,189,1123,242,857,328,851,373,749,319,705,239,629,291,692,520,846,199,667,149,788,205,8768,202,12211,188
21,5,49,3,102,742,96,586,114,547,179,515,154,590,114,570,204,684,257,721,135,582,104,582,114,2259,128,3605,104
0,6,49,3,132,1225,121,861,130,812,170,676,225,785,144,755,225,680,270,737,79,585,27,680,45,4881,95,10583,103
10,7,49,3,1057,3621,971,2502,1038,2354,1263,2165,1231,1966,1184,1992,1531,2080,2308,2248,910,1907,648,2468,752,61199,1041,77572,985
14,8,49,3,1718,4840,1900,3378,1877,2892,2534,2615,1978,2991,2287,2907,3147,2824,4324,2917,1028,1976,639,2790,1114,35526,1097,44891,2340
5,9,49,3,431,1559,427,1054,626,1068,807,1023,752,874,716,927,977,875,1443,1003,903,996,436,1254,535,90397,520,116300,582
17,10,49,3,665,1620,596,1137,710,1103,861,1157,605,1118,468,1086,762,1058,1967,1043,434,830,268,1200,656,13559,565,21864,712
11,11,49,3,546,1388,479,945,591,807,657,746,831,878,701,776,917,808,1377,862,999,875,364,954,509,7954,561,10815,555
6,12,49,3,1432,3580,1325,2649,1510,2484,2013,2215,2253,2352,1752,2240,2198,2398,3785,2800,1878,2474,1009,2665,1343,16994,1575,20701,1488
13,13,49,3,1258,3873,1321,3024,1528,2805,1922,2573,1491,2702,1090,2647,1965,2820,3560,3320,2272,3180,888,3050,1199,16181,1423,19305,1368
15,14,49,3,420,1831,475,1241,487,1185,636,1257,528,989,521,1006,941,980,1534,1108,1004,1165,347,1281,476,23322,456,32680,410
16,15,49,3,1034,1960,885,1393,1014,1116,1148,949,1102,1043,762,969,1142,935,1719,1059,1133,1025,438,1164,685,13198,688,17793,650
8,16,49,3,1203,6807,1183,4925,1216,4343,1851,3846,1526,4438,1065,4195,2044,3741,2419,4030,914,3255,399,4479,1078,21243,1095,34890,1082
9,17,49,3,385,1068,389,773,373,712,565,611,452,714,368,721,493,647,935,717,666,657,303,806,492,2350,403,3721,512
19,18,49,3,265,912,352,699,383,616,500,526,317,537,253,469,326,493,532,576,432,527,291,604,409,1627,310,2326,302
4,19,49,3,754,3431,743,2605,840,2419,1135,2234,1134,2321,707,2248,1002,2360,2805,2486,1326,2910,797,3350,891,5243,676,8606,702
1,20,49,3,150,966,124,664,141,577,193,492,215,634,192,591,267,621,384,632,296,543,172,640,285,1627,192,2093,231
20,21,49,3,669,2484,670,1906,984,1828,1191,1403,1013,1429,830,1367,1010,1387,1651,1612,919,1344,422,1527,609,6960,612,7908,587
3,0,50,2,986,6867,1008,6567,845,6681,898,7016,731,7123,715,7688,939,7250,1050,7781,755,7246,424,9161,693,5674,651,5721,781
12,1,50,2,420,5620,442,5256,396,5390,476,5647,471,6102,407,6382,417,5512,527,6220,425,6349,254,6914,337,5686,412,5451,434
7,2,50,2,142,2073,127,1879,114,1974,155,1954,143,2054,139,2208,142,1965,103,1994,120,2344,44,3465,90,2115,120,1946,136
2,3,50,2,203,1881,169,1715,162,1814,217,1965,201,2054,207,2302,206,2169,200,2965,197,2477,109,2487,152,2115,165,1849,213
18,4,50,2,405,3020,340,2917,365,2881,459,2997,418,3138,357,3191,335,2804,454,3188,281,2933,156,3276,268,3733,293,3504,330
21,5,50,2,264,2480,224,2272,175,2412,240,2574,219,2590,123,2679,190,2444,198,2965,139,2826,94,2985,144,2427,137,3017,133
0,6,50,2,462,4194,576,3802,421,3874,521,3964,504,4246,402,4577,593,3978,748,4763,538,4500,251,5472,456,4368,315,4791,445
10,7,50,2,1031,9456,1078,8239,842,8432,1106,8938,1255,9564,1040,10367,1108,8928,1430,9789,1304,10541,649,12061,954,10471,933,9615,1003
14,8,50,2,1051,8317,1251,7551,1000,7642,1181,8221,1241,9066,932,9788,1214,8568,1500,9212,938,8880,567,10894,836,9454,888,8652,1017
5,9,50,2,316,3331,300,2895,257,2913,346,3062,329,3424,282,3770,331,3103,409,3503,330,4058,200,4477,229,4299,256,3969,264
17,10,50,2,345,3032,272,2863,282,2764,266,2954,282,3636,298,5331,320,3439,358,3648,335,3375,144,4066,206,3247,194,3006,282
11,11,50,2,264,2301,228,2076,177,2006,230,2096,275,2478,218,2692,275,2205,247,2375,282,3027,85,3328,186,2658,198,2649,229
6,12,50,2,578,7538,623,6742,481,7023,543,7222,678,7596,438,7701,630,7669,646,8293,659,8090,309,8955,458,8402,540,7711,534
13,13,50,2,359,6363,472,5922,400,5945,422,6114,469,6762,405,7216,382,6315,502,6915,442,7581,251,7874,354,7350,426,6922,325
15,14,50,2,395,4374,467,3999,358,3895,427,4170,529,4670,447,5022,473,4338,526,4698,572,5840,259,6245,428,4669,363,4618,377
16,15,50,2,443,3895,451,3584,322,3394,451,3508,476,3972,369,4160,391,3703,505,4068,374,5210,207,5575,342,4565,370,5061,431
8,16,50,2,1219,11984,1303,10927,1074,10673,1237,10860,1342,12454,1295,13464,1408,11984,1829,13122,1269,13394,499,17156,1006,11557,894,10815,1099
9,17,50,2,158,1593,161,1562,124,1472,125,1444,189,1731,162,1844,142,1510,255,1784,213,1902,82,2093,152,2219,117,2044,156
19,18,50,2,225,2073,291,1988,189,1985,230,2041,259,2129,188,2181,209,1881,244,1994,199,2357,108,2762,153,2057,121,2271,186
4,19,50,2,753,8772,748,8042,554,7781,658,8449,1072,9739,583,10300,560,8508,641,9317,624,13220,348,16539,443,6599,468,4715,502
1,20,50,2,259,2768,204,2699,306,2647,266,2715,231,2939,316,3325,323,3115,344,3044,263,3094,166,3688,191,3039,198,2844,263
20,21,50,2,346,4038,302,3529,281,3703,312,3464,352,3599,366,3837,242,3307,346,4159,325,3991,174,4546,210,3016,225,2866,299
3,0,51,3,1478,422,362,417,522,435,549,462,341,449,411,427,466,505,954,557,488,486,303,611,463,519,422,605,404
12,1,51,3,299,263,271,255,278,243,358,274,279,263,275,240,250,271,454,350,387,307,248,376,489,572,372,654,444
7,2,51,3,173,120,121,119,88,128,87,106,81,99,104,93,152,112,230,127,168,118,75,161,152,254,133,251,162
2,3,51,3,107,61,104,58,115,52,80,56,59,63,69,58,77,78,114,92,119,82,58,102,88,132,84,145,113
18,4,51,3,310,196,263,168,240,190,234,192,219,158,239,159,228,176,340,203,230,177,163,214,328,420,229,466,232
21,5,51,3,107,85,81,80,71,80,56,91,91,104,46,83,89,93,107,103,57,96,72,117,88,175,195,185,88
0,6,51,3,169,206,138,186,110,188,96,192,130,219,129,206,206,183,317,217,238,183,124,235,175,258,178,274,198
10,7,51,3,757,469,633,404,614,426,701,442,409,449,489,488,602,484,865,549,785,490,520,652,701,903,575,896,790
14,8,51,3,676,431,536,426,359,401,406,457,355,483,572,515,795,534,787,573,577,477,391,596,567,824,562,853,623
5,9,51,3,132,156,112,134,137,153,105,163,226,171,131,154,164,169,192,198,238,210,108,241,126,337,152,310,161
17,10,51,3,502,298,255,251,324,309,353,353,331,380,397,356,363,350,562,421,555,376,242,473,485,625,658,628,692
11,11,51,3,361,194,199,184,120,162,104,180,272,204,168,191,194,183,280,228,264,217,100,276,195,344,178,347,199
6,12,51,3,622,557,583,493,483,502,376,516,451,523,391,479,462,503,714,619,609,571,352,667,736,1079,802,1217,743
13,13,51,3,201,443,225,433,287,417,201,437,184,447,168,412,191,462,300,538,319,511,141,596,195,751,250,747,224
15,14,51,3,394,495,422,476,178,419,222,439,287,480,394,461,374,450,566,541,545,580,193,634,390,708,310,684,389
16,15,51,3,524,412,267,376,270,387,181,388,332,408,203,358,423,415,412,456,412,455,410,487,531,602,262,598,352
8,16,51,3,1151,2371,1204,2165,796,2293,688,2471,783,2555,887,2456,1988,2385,1893,2718,1283,2241,554,2939,1157,3310,1342,3307,1371
9,17,51,3,292,370,302,355,238,341,333,385,211,393,167,346,204,388,333,424,316,416,132,455,218,695,179,684,232
19,18,51,3,567,315,467,320,292,300,184,291,281,291,158,235,348,267,846,301,378,286,203,355,261,407,239,429,256
4,19,51,3,329,647,313,638,287,605,213,677,226,692,219,685,270,749,560,829,493,936,212,1143,308,549,310,539,321
1,20,51,3,180,106,62,110,53,103,48,121,150,130,68,120,61,140,94,154,64,118,55,149,50,198,58,201,59
20,21,51,3,127,206,82,199,202,183,64,187,63,191,62,164,99,181,126,220,138,172,68,220,103,268,103,251,121
3,0,52,3,353,1947,301,1874,382,2035,397,2084,346,2129,199,2163,341,2051,546,2063,125,1589,89,2126,159,1483,100,1351,115
12,1,52,3,3190,3262,2715,2876,3210,2994,3609,3348,2265,3561,2586,3568,3058,3218,5478,3466,1932,2926,1551,3463,2981,3442,3513,3202,3250
7,2,52,3,1725,1654,1270,1380,1462,1527,1588,1598,1052,1750,1126,1645,1234,1495,2626,1643,1165,1429,641,2026,1247,1688,1425,1482,1531
2,3,52,3,561,528,440,505,380,528,452,571,427,727,495,740,612,771,941,975,427,691,254,596,591,704,556,553,550
18,4,52,3,783,1060,589,986,621,1019,716,1068,684,1105,572,1093,853,1035,1026,1116,394,901,408,1111,768,1418,721,1246,776
21,5,52,3,383,782,283,673,369,654,508,760,307,851,324,798,496,821,710,925,280,748,266,844,503,856,464,954,518
0,6,52,3,759,1096,629,1011,425,1046,535,1075,502,1248,314,1181,574,989,754,1180,315,1095,362,1297,767,1204,319,1271,351
10,7,52,3,1178,2306,1368,1982,1353,2145,1085,2251,864,2436,1310,2585,1728,2363,2261,2555,1167,2261,1028,2618,1507,2577,1281,2164,827
14,8,52,3,1100,1748,1016,1650,1000,1660,913,1906,659,2166,638,2298,706,1910,1205,2081,504,1570,467,2014,741,2065,598,1723,514
5,9,52,3,1021,1013,869,899,1109,971,958,986,734,1057,813,1078,952,918,1669,1021,741,885,475,995,869,1299,701,1009,638
17,10,52,3,335,716,225,642,356,692,355,838,342,1072,307,1810,452,918,617,1081,215,703,148,887,255,922,232,783,240
11,11,52,3,412,662,315,577,365,559,335,604,301,723,356,728,946,647,847,618,641,566,223,705,316,790,236,725,253
6,12,52,3,3404,3620,2787,3103,3450,3410,3299,3708,2451,3748,2995,3836,3812,3352,5496,3533,2330,3184,1515,3699,2865,4098,2841,3643,2834
13,13,52,3,1905,2465,1469,2361,1701,2462,1452,2618,1141,2807,1472,3034,1941,2611,3092,2742,1731,2535,893,2824,1695,3139,1504,2721,1408
15,14,52,3,347,930,353,859,277,873,263,923,202,1015,272,1016,348,891,657,1169,298,904,154,1026,273,963,222,950,166
16,15,52,3,849,876,769,797,962,767,701,838,698,940,568,928,587,814,1351,844,576,914,253,972,448,1049,437,1078,409
8,16,52,3,473,2718,460,2501,457,2776,448,3000,529,3385,384,3433,525,2829,1055,3095,368,2783,255,3734,433,2848,540,2575,513
9,17,52,3,302,380,352,375,363,378,291,430,255,476,362,510,355,429,448,459,365,439,155,503,240,569,485,510,249
19,18,52,3,497,648,413,639,558,726,474,749,304,682,408,640,379,569,694,607,353,480,248,654,346,663,329,659,249
4,19,52,3,1270,2157,1055,2057,1379,2114,1197,2343,903,2717,838,2674,1187,2420,1812,2477,1017,2815,704,3874,1344,1897,1235,1209,1081
1,20,52,3,595,691,461,682,551,678,450,749,435,910,635,916,692,797,866,770,452,675,295,836,448,774,404,725,525
20,21,52,3,599,1404,723,1275,667,1370,832,1301,623,1357,693,1358,804,1213,1400,1410,754,1216,418,1363,791,1286,600,1067,553
3,0,53,3,789,8487,881,8292,663,9165,502,9561,321,10764,175,10044,311,9774,576,10555,511,8974,299,11577,438,6668,522,6287,580
12,1,53,3,489,8792,506,7869,429,8187,351,8796,172,10162,141,9325,298,8566,340,9770,342,9073,250,10390,323,8644,382,7906,440
7,2,53,3,145,2839,145,2552,138,2871,80,2901,47,3368,46,3018,58,2797,83,3069,94,2964,61,4060,99,3007,97,2560,93
2,3,53,3,164,2427,131,2284,165,2520,105,2589,47,3105,48,3126,67,2876,109,3546,121,2866,79,3206,109,2745,124,2309,169
18,4,53,3,390,4258,459,4117,433,4353,291,4476,193,4949,157,4563,189,4052,261,4621,256,4028,190,4768,274,5084,317,4631,341
21,5,53,3,241,3083,211,2820,111,3177,123,3368,58,3895,56,3467,108,3353,145,3836,104,3406,92,3706,153,3138,138,3388,145
0,6,53,3,512,5785,736,5316,581,5651,360,5770,145,6586,129,6019,306,5229,492,6172,378,5273,283,6787,374,5157,311,4995,427
10,7,53,3,1369,14547,1500,12381,1116,13243,610,14193,270,15864,351,15416,609,13478,1028,14272,993,13691,652,16824,891,14179,910,12550,1046
14,8,53,3,1596,13600,1826,12226,1257,12877,815,13834,643,16504,498,15884,965,14050,1300,14903,996,12708,708,16532,969,14528,1088,12324,1209
5,9,53,3,306,4991,319,4343,309,4659,208,5022,104,6022,111,5749,219,4927,307,5320,304,5650,148,6329,259,6160,319,5384,271
17,10,53,3,345,3968,285,3539,288,3910,200,4460,69,5250,95,5462,138,4529,176,4586,229,4176,97,5226,153,4067,164,3476,270
11,11,53,3,188,3251,194,2933,175,2963,130,3166,47,3857,59,3719,107,3178,208,3342,200,3815,69,4476,151,3603,150,3237,175
6,12,53,3,668,11082,672,9787,573,10937,446,11479,246,12646,241,11338,312,10283,378,11527,406,11087,284,12805,400,11913,479,10604,557
13,13,53,3,350,9464,442,8292,406,8951,206,9186,143,11027,136,10565,170,9234,239,10316,290,10219,184,10827,293,9617,341,8559,325
15,14,53,3,331,5113,346,4682,286,4674,253,4959,116,5871,101,5695,212,4974,331,5217,334,5895,134,6642,250,4837,279,4442,305
16,15,53,3,370,4777,344,4357,325,4506,229,4679,78,5626,92,5192,180,4720,310,5081,284,5682,146,6371,251,5157,271,5032,354
8,16,53,3,927,15264,973,14102,869,15275,740,15597,398,18819,282,17968,593,15893,912,17051,598,15624,355,20759,607,13279,642,11571,701
9,17,53,3,104,1999,120,1819,85,1878,95,1980,39,2484,30,2425,50,1970,68,2250,74,2145,33,2561,77,2658,72,2296,113
19,18,53,3,172,2640,225,2538,158,2642,135,2807,51,3161,35,2856,76,2495,157,2711,115,2784,82,3414,120,2542,97,2572,175
4,19,53,3,600,12028,609,10985,554,11410,488,12290,356,15488,206,14608,340,12778,526,13829,495,16377,291,20822,361,7874,444,5999,497
1,20,53,3,243,3205,237,2975,221,3238,153,3306,83,4159,75,4024,142,3639,154,3632,140,3275,101,4081,145,3399,149,2936,178
20,21,53,3,312,6212,315,5415,249,5972,241,5505,115,6172,96,5695,127,5133,205,6292,223,5519,136,6350,166,4184,239,3878,247
3,0,54,1,214,1185,173,1133,229,1250,238,1358,282,1566,198,1618,305,2185,504,2260,106,1358,118,1577,157,888,120,726,110
12,1,54,1,636,1224,506,1213,529,1351,574,1561,561,1579,554,1615,769,2103,983,2436,537,1741,616,1867,685,1528,621,1186,541
7,2,54,1,157,487,114,499,131,580,103,527,137,625,118,640,161,829,233,890,166,566,115,571,127,592,118,426,117
2,3,54,1,80,179,81,196,79,200,74,243,107,286,93,315,105,427,108,402,54,231,78,271,117,259,71,173,70
18,4,54,1,228,461,230,418,212,454,192,464,216,508,260,534,281,726,370,1039,158,580,187,706,236,862,191,812,184
21,5,54,1,103,220,81,240,47,267,88,318,70,348,59,328,76,594,90,533,35,311,48,328,67,340,46,213,41
0,6,54,1,48,329,33,377,25,399,37,343,28,410,27,393,30,437,34,470,19,317,29,374,28,436,25,713,38
10,7,54,1,727,1229,654,1174,653,1217,752,1312,766,1504,763,1587,871,2840,1150,3779,610,1900,843,2438,857,3286,623,4571,558
14,8,54,1,549,1190,457,1169,405,1175,385,1203,451,1544,456,1565,466,2249,653,2911,312,1330,498,1834,511,2376,368,2645,351
5,9,54,1,216,415,207,442,172,441,194,435,197,514,214,546,225,726,272,2983,216,1724,223,2973,191,3701,165,6663,153
17,10,54,1,172,378,148,387,152,449,164,507,156,544,179,528,175,1334,195,1659,85,542,140,860,157,803,133,952,146
11,11,54,1,161,347,110,341,121,309,107,315,134,426,92,390,117,569,148,800,132,428,89,485,105,555,90,693,70
6,12,54,1,659,1445,545,1338,644,1507,631,1636,622,1697,551,1703,636,2032,1105,2838,629,1952,541,2216,513,2061,451,1945,400
13,13,54,1,934,2446,847,2426,759,2422,825,2595,703,2736,746,3021,952,3559,1314,4520,922,3455,778,3569,753,2820,612,2512,592
15,14,54,1,538,876,476,890,513,882,518,968,582,1035,592,1150,590,2509,903,2888,514,1250,438,1499,482,1536,408,1925,403
16,15,54,1,440,718,429,680,353,686,375,742,366,856,327,837,426,1121,575,1392,405,812,314,1110,375,1188,353,1119,267
8,16,54,1,890,2594,830,2732,568,2791,627,2865,644,3257,624,3125,713,3399,866,3756,346,2318,505,3102,757,3072,513,3045,503
9,17,54,1,104,308,62,300,69,326,50,338,93,381,63,331,75,484,97,479,92,331,50,332,85,433,53,313,57
19,18,54,1,700,954,668,1021,554,965,592,1028,643,1084,645,1071,706,1270,955,1319,636,912,643,1138,771,980,438,693,521
4,19,54,1,875,1603,682,1639,620,1730,742,1839,717,2309,655,2337,773,2950,955,3015,603,2336,645,2855,678,1210,519,872,472
1,20,54,1,1335,1382,1170,1505,1342,1613,1395,1679,1639,2013,1736,2012,1547,2213,1939,2079,1680,1575,1190,1699,1187,1632,815,1252,815
20,21,54,1,283,835,187,871,180,851,190,808,227,1026,209,1000,280,1138,324,1451,195,977,155,1088,198,899,180,832,157
3,0,55,2,580,3268,328,3221,387,3258,431,3242,542,3459,458,3595,551,4079,739,4353,435,3750,233,4373,445,3628,341,3102,391
12,1,55,2,94,2473,85,2290,75,2266,106,2386,81,2409,95,2508,123,2571,131,2932,106,2806,79,2980,112,3128,113,2490,144
7,2,55,2,34,929,37,850,39,901,38,839,29,852,27,859,53,959,51,1034,47,1039,21,1301,35,1159,29,915,43
2,3,55,2,59,950,30,863,34,938,48,925,53,1013,57,1048,54,1122,64,1281,35,1076,18,1093,51,1149,53,949,69
18,4,55,2,114,1187,94,1149,86,1184,129,1125,93,1147,93,1187,126,1212,129,1340,69,1172,51,1334,75,1808,76,1498,107
21,5,55,2,58,950,77,957,51,934,83,1003,64,962,44,1008,71,1138,77,1276,53,1177,34,1197,68,1282,53,1139,50
0,6,55,2,179,1737,143,1593,213,1729,231,1666,263,1718,186,2001,304,1944,291,2085,260,1861,125,2095,252,2362,169,1979,218
10,7,55,2,199,2993,160,2631,179,2742,202,2685,235,2906,218,3506,248,3367,301,3570,251,3479,138,3950,200,4325,177,3376,214
14,8,55,2,120,2232,103,1969,117,1979,123,2043,127,2321,129,2701,149,2803,230,3023,149,2641,78,3143,139,3373,107,2490,108
5,9,55,2,77,1346,68,1230,83,1225,102,1236,108,1510,119,1942,125,1538,125,1688,156,1681,59,1822,89,2367,69,1827,81
17,10,55,2,110,1139,85,1033,91,1053,79,1170,63,1299,93,2210,111,1475,124,1538,108,1352,57,1470,77,1527,71,1169,97
11,11,55,2,67,898,46,786,43,791,63,814,74,981,57,1216,75,1069,92,1056,84,1087,32,1203,51,1308,53,1042,76
6,12,55,2,226,3789,189,3448,211,3537,236,3717,259,3915,209,3824,228,4189,356,4669,218,4296,112,4483,223,5320,197,4220,226
13,13,55,2,146,2877,115,2721,120,2742,133,2734,136,2874,137,3094,144,3304,187,3538,131,3421,57,3383,111,3963,155,3072,108
15,14,55,2,133,1561,83,1435,100,1475,88,1449,128,1570,132,1872,148,1728,184,1876,148,1968,61,2128,111,2032,94,1717,101
16,15,55,2,132,1531,99,1431,113,1352,129,1322,125,1497,121,1539,157,1739,211,2058,135,2026,74,2147,132,2170,109,1899,108
8,16,55,2,290,4301,315,4272,201,4098,283,4094,319,4606,341,4966,442,5270,572,5361,437,4954,152,6104,310,5267,246,4190,338
9,17,55,2,40,701,44,657,25,606,47,622,48,695,35,700,38,674,46,761,44,763,34,865,25,1106,32,873,38
19,18,55,2,102,1088,141,1162,124,1098,91,1117,113,1142,105,1122,132,1148,160,1158,125,1151,77,1347,112,1415,97,1223,87
4,19,55,2,189,3686,198,3503,208,3475,192,3692,406,4519,218,4624,246,4432,296,4482,270,5304,133,6507,178,3484,212,2540,190
1,20,55,2,47,1006,40,978,86,1012,70,998,45,1064,62,1152,97,1449,95,1351,78,1289,48,1496,59,1479,48,1156,61
20,21,55,2,132,1776,93,1597,101,1713,114,1592,118,1722,176,1797,150,1686,182,2053,148,1861,77,2088,137,2032,111,1717,172
3,0,56,3,264,2789,181,3042,202,4140,267,4176,304,4729,268,5394,372,5380,383,5562,131,4306,61,5407,110,2212,108,1616,70
12,1,56,3,285,2988,257,3085,243,3856,316,4157,360,4858,308,5014,272,4849,475,5492,287,4563,194,5226,265,3710,298,2800,335
7,2,56,3,71,1055,48,1075,59,1395,51,1420,78,1646,61,1675,91,1708,136,1854,74,1511,57,1816,53,1384,62,970,47
2,3,56,3,58,753,32,785,43,977,34,1060,40,1378,41,1518,43,1524,48,1632,41,1224,28,1425,59,1071,37,732,53
18,4,56,3,126,1439,118,1542,94,1777,128,1808,154,1845,125,1924,64,1893,125,2028,66,1560,52,1858,82,1916,116,1415,125
21,5,56,3,118,1110,92,1167,95,1457,86,1562,84,1775,67,1885,65,2078,115,1982,61,1649,52,1802,76,1480,85,1018,53
0,6,56,3,306,2124,267,2044,258,2541,427,2698,420,3106,355,3260,228,2909,579,3194,371,2271,131,3074,288,2229,266,1561,225
10,7,56,3,1202,5716,877,5462,845,6992,1153,7215,1190,8163,1239,9361,807,8717,1846,8640,1142,7714,747,9600,1023,7829,870,5344,969
14,8,56,3,767,4448,644,4344,614,5357,743,5785,824,7357,856,7947,695,7574,1454,7684,752,5373,503,7266,780,6758,679,4423,725
5,9,56,3,411,2426,362,2519,305,3136,443,3106,521,3807,495,4176,362,3718,758,3964,508,3881,322,4513,432,4154,425,2904,545
17,10,56,3,414,1973,293,2037,354,2674,411,2935,469,3328,472,3888,415,3718,699,3614,508,2923,260,3954,395,3022,323,2123,426
11,11,56,3,202,1350,165,1379,177,1634,232,1789,306,2288,226,2540,131,2378,436,2285,290,2479,111,2948,237,2098,235,1433,226
6,12,56,3,368,3975,316,3813,303,5055,357,5397,410,6072,423,6219,383,5773,729,6483,410,5580,227,6441,320,5434,381,3855,388
13,13,56,3,424,4222,404,4330,405,5473,509,5776,554,6773,543,7332,420,6870,747,7637,459,7200,249,7545,457,5460,513,3764,513
15,14,56,3,213,1905,257,1945,205,2514,250,2575,304,2977,278,3456,190,3313,481,3241,312,3546,158,3940,246,2787,258,1946,251
16,15,56,3,303,1788,226,1776,226,2176,283,2272,329,2872,289,3076,235,2886,425,3090,324,3101,139,3535,263,2656,238,1818,293
8,16,56,3,992,6854,904,7075,879,8885,1153,9469,1298,11678,1305,13093,1034,11546,2232,11660,1023,9877,444,13973,1072,8709,1007,6101,969
9,17,56,3,201,1172,169,1167,192,1474,217,1562,237,1950,215,2121,191,1859,328,1958,208,1926,107,2319,160,2203,131,1458,178
19,18,56,3,243,1178,316,1287,279,1572,300,1638,389,1833,322,1924,256,1732,548,1877,310,1817,185,2179,288,1515,287,1122,285
4,19,56,3,410,4523,336,4670,352,5757,370,6221,632,7964,431,8772,484,7955,820,8465,550,9344,286,11793,428,3649,433,2434,456
1,20,56,3,177,1466,118,1613,180,1857,214,1998,200,2545,244,2880,165,2667,338,2728,215,2380,134,2906,179,2290,192,1567,167
20,21,56,3,180,2145,121,2144,162,2754,175,2660,188,3083,226,3233,181,3048,259,3439,170,2824,96,3227,124,2055,121,1464,134
